Gene	control_1	control_2	control_3	control_4	control_5	control_6	control_7	control_8	control_9	control_10	control_11	control_12	control_13	control_14	control_15	control_16	control_17	control_18	control_19	control_20	control_21	control_22	control_23	control_24	control_25	control_26	control_27	control_28	control_29	control_30	control_31	control_32	control_33	control_34	control_35	control_36	control_37	control_38	control_39	control_40	control_41	control_42	control_43	control_44	control_45	control_46	control_47	control_48
14	15.24909405	15.02706357	15.26197249	15.0948372245271	15.0986669071466	15.2528889005581	15.2518946322773	15.1262403424059	15.1854256792439	15.1470204818474	15.2119735640956	15.2246963009877	15.1737642256567	15.1208031622732	15.2260924292296	15.1120663511833	15.193596379465	15.2336354408401	15.1958467192791	15.1738156114399	15.1896941953221	15.2102936731756	15.2196231436601	15.2313472977661	15.1544159642603	15.0629511024244	15.2451543006049	15.1208962206282	15.1640164593676	15.250199592941	15.2219409350261	15.2125683245363	15.1977332997671	15.1730725483593	15.2165728942563	15.2234557266053	15.1560100279907	15.1561383852116	15.2494935638339	15.1586315244976	15.2167671628379	15.2163157895991	15.1232513818662	15.1370619367573	15.1931763722792	15.2116738386231	15.2218949943897	15.2296732169161
15	9.828678067	9.974054275	10.26107435	9.91501734578671	10.2090678499289	9.93546597428201	9.8481659769914	10.1668924108255	10.2337828589608	9.93113901905494	10.1531575884566	9.94783465562467	9.84737634344442	9.87638139639002	10.2467525732581	9.92772765293652	10.1706714027732	10.0231633942685	9.88020785647892	10.1899186570382	10.1785908329514	9.97527416206477	10.0806636603328	9.92372375323778	9.83738353012878	9.94292913701858	10.2535587002046	9.86168926368337	10.2127004990674	9.93170224829126	9.86053965903992	10.1174153955653	10.2524652481652	9.91448780975782	10.1275619594524	9.97996738990571	9.88644888797957	9.85050174542639	10.2521645589584	9.91519060305157	10.0328012290375	10.1810613859389	9.90840082021613	10.1736134926138	10.1725758730678	10.1357123301105	9.96762088156021	9.90369994943077
17	14.8030119	14.87297918	14.79863755	14.8338154972496	14.8230317979452	14.8009330810137	14.8019069009119	14.8685155472246	14.8100937211207	14.8030220951188	14.8045710583015	14.8490569623725	14.8030173192294	14.8687781926903	14.804017664896	14.8049783945262	14.8470301113228	14.8156941304911	14.8019514687672	14.8667416303331	14.8094869972868	14.8033071308904	14.8306686782162	14.8202734798948	14.837970063232	14.8688962652887	14.8011641914048	14.8049739220482	14.8111013441337	14.81385168555	14.801908682031	14.8669116808338	14.8088351376633	14.8030212162733	14.8198812060761	14.837831550604	14.8064929772432	14.8165222951627	14.8038239439204	14.8045352465753	14.8483438968192	14.8339786757572	14.8040117190694	14.8669440819016	14.8307243605122	14.8033251984644	14.8384460702702	14.8088000538574
18	7.964062082	8.323040892	8.385220818	7.99411811579412	8.33397225157986	8.12878002603409	8.05166362872721	8.35905893747489	8.3829495276043	8.0187367697861	8.05921836436833	8.17378116717478	7.99313958928056	8.11510054959588	8.38512015645136	7.99861885489174	8.21498897737868	8.17631345103374	8.03388102470634	8.3690893280983	8.21949503698378	8.05805117495702	8.1392853202644	8.17174449451215	8.04438850578033	8.13511773999074	8.38521635677065	7.993939223295	8.37035053495615	8.13873288041061	8.04205988831795	8.28233380830303	8.38409632055117	7.99387762241275	8.11517647004853	8.17320584646925	7.99338890540575	8.0961546879347	8.38516357237647	7.99639783121626	8.21288968183057	8.26926846440711	8.01017686424021	8.36098548343191	8.21727323276321	8.05919920354181	8.14123280107447	8.07023429950524
19	14.30661041	14.18664647	14.18104015	14.2211564748597	14.1863098543823	14.240011198809	14.2643598065817	14.1835702542344	14.1854626524274	14.2315610993962	14.2620628244679	14.2373388406732	14.2589990554144	14.2524712826284	14.1847516537773	14.2268980710792	14.2184426841281	14.2373219838933	14.2551558188808	14.1841490734705	14.2466794893744	14.2462233826363	14.2383156510187	14.2547865728403	14.2722644957003	14.2087327244114	14.1841549612444	14.2420391906833	14.1857763733521	14.2407511087061	14.2617769794867	14.2000110515331	14.1819283051435	14.2447506184061	14.2392538689407	14.2379695777587	14.2420699961049	14.2575696038446	14.1822809468355	14.2414765538317	14.2293908320703	14.2197034379391	14.2532363834788	14.1839247951517	14.2458904088619	14.2466005439032	14.2382860650458	14.2548953741179
20	13.96283048	14.05076654	13.97367398	14.0004551096021	14.006110273734	13.9731934058274	13.9716330786774	14.0012850125669	14.0030082486344	13.9795446122813	13.9913521938149	13.9877801040247	13.9770279953702	13.9943251588181	14.0002028838066	13.9844161671422	13.9998598255188	13.9793830283414	13.9726121814959	14.0023069573765	13.9950932421602	13.9857088689394	13.9905952301505	13.9802729245915	13.9895830615323	14.0081798390945	13.9976658083273	13.9824858508416	14.005052506809	13.9745246244857	13.9717542489052	13.9882962993419	13.9830889080211	13.9782307892511	13.9911917851961	13.9890889306661	13.9943541621693	13.9796985573274	13.9939751226907	13.9809106915745	13.9912834159142	13.9812689050154	13.9811343357878	14.00144553736	13.9962891926381	13.9873989280984	13.9885668943766	13.9751298994812
21	13.56877881	13.52142082	13.73361487	13.5546765241658	13.6378527543139	13.5952792400321	13.5879771876479	13.6923520340802	13.6529859385332	13.5760678575307	13.592351077778	13.5817238340928	13.5740593992968	13.5595696687877	13.6657276419151	13.5659464388345	13.6008784654185	13.6030928551636	13.5849132108378	13.6785143841624	13.6280513730319	13.5912043099901	13.5907064729026	13.5856295287824	13.5621071986114	13.5572880749256	13.676455787606	13.5648882928776	13.6478215675928	13.5935082063012	13.5871889020096	13.6609763730541	13.6861425640771	13.5742008476818	13.5920965691513	13.5873341749105	13.5648744699807	13.5695843307494	13.7009231681112	13.5698731236492	13.5850226654101	13.6317309508129	13.5666218425938	13.680241152849	13.6253844870445	13.5923086837835	13.5831806499518	13.5853722134738
22	15.28264684	15.20407138	14.89277844	15.2439810523045	15.0042693478668	15.2453620141728	15.2598649348281	15.0885479212891	14.9988316114548	15.2449723830468	15.0912908185862	15.2189166882617	15.2596268610496	15.2332314017756	14.9936590892908	15.2446926842932	15.0713686205272	15.0909498995861	15.2562593085117	15.0752584811508	15.0783599370649	15.1378916188858	15.204229641676	15.2577625638902	15.2524528454545	15.2191462916549	14.9887388461032	15.2552124784241	15.0025694984417	15.2533041682551	15.2589919789153	15.0889037199934	14.9076105052706	15.2551831894531	15.1912327644734	15.2049837061963	15.2464271035899	15.2570716956114	14.9174027194753	15.2459653561195	15.0912085775256	15.0817683253191	15.2535210075594	15.0853281520107	15.0721448316288	15.1118160961862	15.2133028129456	15.2570273362803
28	10.45007435	10.33478216	10.35757398	10.423036847037	10.3464575573637	10.3735738141338	10.4018043384064	10.3450591484863	10.3520759226614	10.3936032412367	10.3833922242984	10.3460029326285	10.4144424286828	10.3867682018867	10.3548547028109	10.4055220061638	10.3462955043533	10.3543011350236	10.3992741135041	10.3464443364489	10.3579464184998	10.3845390905865	10.3820732840953	10.3676844571026	10.4101296820473	10.3666792434515	10.3562290561523	10.4179226292652	10.3484602486815	10.3693879971462	10.4010237065076	10.3468836177056	10.3531065782956	10.412101842853	10.3833456975207	10.360017995461	10.4182136322676	10.3948490214701	10.3559496164001	10.4112470252425	10.3460040839273	10.3500498272463	10.3993061977751	10.345974430709	10.3564295625797	10.3843966936094	10.3815108487352	10.3905147583677
30	9.103892193	9.283050743	9.48922119	9.24112691674245	9.37601441637242	9.29864181126859	9.18835533082198	9.42082516673074	9.45861003562076	9.28659775064853	9.2205011238245	9.29535077009669	9.18313180760723	9.16332715340772	9.48094392228533	9.27707580881899	9.32991649366035	9.31497401022934	9.23205218829469	9.43393736052701	9.36800842413473	9.24027359590789	9.24695460464893	9.23363880399303	9.12966920502699	9.27905796360026	9.48698301368128	9.19527642885441	9.42321642927735	9.28492064928306	9.20779108328371	9.38409245021279	9.47025773034703	9.21408312189762	9.22985035501771	9.26743722030518	9.21833036907713	9.17878421820734	9.48220587940626	9.25171638734619	9.30215634646815	9.39146724077009	9.2685387377185	9.42677118722508	9.33670480851865	9.23516424296303	9.27743106927484	9.23354649621992
32	7.781533457	7.764849442	8.424176208	7.78106660564233	8.20544782337667	8.25040536522097	8.01300853079556	7.94686451753738	8.34046532859727	7.84891370005764	8.14857012434484	7.76672035590456	7.81479807887361	7.76945526479848	8.39213870476307	7.79087450692185	8.14658261183604	8.20562105098265	7.98481872816682	7.96988899057825	8.15463262239454	7.98157509760089	7.96415142856461	7.81877557611996	7.77557063350355	7.77203397386173	8.41191493896329	7.78594279027951	8.22356347510983	7.82043870519621	8.00816581290692	7.96200100267931	8.42153155075026	7.83381031625702	8.05950301428163	7.80844918827433	7.79067839666467	7.78773633125203	8.40203485499329	7.80315657436641	7.96679507478923	8.08367494073061	7.83836004745303	7.95933562197165	8.15110511991631	7.98194538020316	7.82589610188592	7.83114301314817
33	8.057889591	8.241036059	9.58410632	8.08973995521094	8.76160268800893	8.11208542101101	8.08096781702641	8.49293701984499	9.21504309323796	8.10641904099392	8.19689805968928	8.16144130336246	8.07855490077881	8.20668582982419	9.41850502652208	8.1021895458816	8.27999461067015	8.36068828420835	8.08967822896682	8.86237428762793	8.59760105254973	8.14788113798225	8.16732587688331	8.08100600226619	8.12125153657343	8.21499455463488	9.50979984237512	8.08139121529072	9.12547241927915	8.10018976730163	8.08394886329233	8.42527713806089	9.4388571318732	8.09365027204888	8.17223381832866	8.16732308461146	8.08916290509181	8.1666285611649	9.56902896125282	8.08511506382104	8.19120088400987	8.70453373779475	8.10104940404123	8.56712393112537	8.33534959371474	8.16321671505876	8.16598621562088	8.08747518656132
44	15.99737658	15.91765762	16.16017398	15.9429075711353	16.007244170356	16.1283368050356	16.0301762710137	16.097745076888	16.1539827756557	16.0690677438463	16.000506219809	15.9217713340491	16.0153320166368	15.9768552129878	16.159923335529	16.0287429534194	15.948880200697	16.0096086207047	16.0302712387076	16.0999241115864	16.0109044326281	16.063585068098	15.9711967058776	15.9263926374385	15.9922368935265	16.0001472103643	16.1601638329192	15.9921828680277	16.107442641327	15.9303357918571	16.0301765029119	16.0943300652422	16.1597545187994	16.0647706461297	15.9895955847252	15.9238783380726	16.0116509822265	16.0037151861756	16.1600692046735	16.0177011302041	15.9366183419331	16.0768669809672	16.0301128151425	16.0978103998397	15.9946130076095	16.0542398826352	15.9503246876709	15.9826190126494
45	13.32523234	13.03482435	12.71191784	13.0590157207225	12.8951944777418	12.8769918255725	13.1087168129008	12.8205639849304	12.8076865241149	12.9816747547859	13.0253405222229	12.991848566174	13.1592822545942	13.2275207498234	12.7619604475582	13.0261539637148	12.9244457330297	12.8902381276642	13.0506804519735	12.8100835086192	12.8929174565	13.0155632437979	12.9994341637472	13.0342352838049	13.2780342939291	13.0290712292879	12.7380669157064	13.1016184272208	12.8687111956294	12.9914198951925	13.0822041820472	12.8772691236911	12.7701845516662	13.119513848405	13.0053016983187	12.9945997718386	13.1106289700123	13.1925769474187	12.7426783280256	13.1072818887362	12.9849414718018	12.8219525735237	13.0386825445111	12.8156932912675	12.9176841675957	13.0185058972991	12.9991078084358	13.0386906444361
46	12.71191784	12.66205019	13.10592714	12.7064858091348	12.9916637100804	13.0899760831358	13.0845168410532	12.9832407641882	13.0410334794112	12.8283082563371	12.8077604663669	12.9136725648467	12.8266275537723	12.6981345578342	13.0690720658299	12.745184857451	12.9403928027198	13.0494718333602	12.9909298799761	12.9861449573525	13.0079747116091	12.8217679742785	12.8114132964262	12.9218573719683	12.6983335913836	12.7222066625844	13.0849960277811	12.7446509526473	13.0241190979606	13.0207119401043	13.0503317285858	12.9865690005864	13.050230018819	12.8277732952125	12.8078864497779	12.9087735280923	12.7596499746037	12.8173014269429	13.0952075852191	12.7828546159284	12.93740676859	12.9973874673339	12.890067004223	12.9856565331169	12.9817214622178	12.8101707864433	12.8807710085711	12.9801612431916
47	12.51664089	12.60530818	13.17256729	12.5605748040312	12.9817054969748	12.8298219789869	12.6793338053623	12.9410910468013	12.9827070197191	12.7671899767361	12.7956518938873	12.6084960657445	12.6467974122035	12.5528225410691	12.9837032871014	12.719127366742	12.8323994471373	12.9795488932203	12.6834468968428	12.9509030317527	12.949031220081	12.7712985531281	12.6705877717725	12.6655388750176	12.5354367193207	12.6726822109278	12.9846943266987	12.6267403973434	12.9821061658546	12.6678715412838	12.6795263646471	12.9501584260759	13.0168878334914	12.7498108927557	12.7120796386413	12.6584960426425	12.6011509221492	12.6132447114184	13.0487700916624	12.6659519885793	12.7286938285116	12.965090509776	12.7179356677072	12.9438196454137	12.9061797714833	12.7851827810367	12.6701321586985	12.6709786309345
48	11.72477063	11.75077844	11.91889442	11.7308261826282	11.8724276226089	11.80864564356	11.7761771666592	11.8018006786669	11.914762774396	11.7811699698338	11.7616090847974	11.8068523811561	11.7593374766408	11.7428852183739	11.9185270502574	11.7633951169263	11.8232125312946	11.8106222005395	11.7783731304512	11.8290720683505	11.8554623998101	11.7742653046821	11.7825412425417	11.8036966504938	11.7358729620508	11.7546075293068	11.9188617549216	11.7492710099444	11.9042007173752	11.8084922778769	11.777143008253	11.8039303767664	11.916362527772	11.7734634650083	11.7712935079738	11.8043513585286	11.7481618952905	11.7543329514454	11.9186450565706	11.7615645179847	11.8069449671702	11.813875552251	11.7703853389008	11.8081561918003	11.8467081917372	11.7619981356159	11.7976450392099	11.7937128747496
49	11.48022454	11.42414219	11.43100372	11.4557243674079	11.4282037981319	11.479966260069	11.4801933840365	11.4261718659426	11.4282757459278	11.4625704068669	11.4752519725707	11.4464600671849	11.4780949454709	11.4407316382137	11.4283458449275	11.4576577253734	11.4447149838659	11.4488978870235	11.4630948656895	11.4266337494178	11.4307258993866	11.4698979608203	11.4633601736277	11.479514588208	11.4754605639414	11.4340562581236	11.4284141426381	11.4620419376687	11.4282688685698	11.4796951618765	11.4636037166466	11.4311611113686	11.4284180297081	11.4715406631334	11.4703403531344	11.4630201026586	11.4633602537662	11.4556006000059	11.4289051608895	11.4579179242346	11.4451881100699	11.4486891898821	11.4599162364045	11.4263704385249	11.4418923507559	11.4726863109216	11.4615502967341	11.4733414094
52	11.48984164	11.59151078	11.38870186	11.570946001286	11.5363105299644	11.4191384401113	11.4513035877859	11.5674412585465	11.5238377584466	11.4284834841251	11.5147125692752	11.4789787383599	11.4563972722968	11.5794446068436	11.5124189225099	11.4372532613542	11.5096636747832	11.4598155743183	11.4483192119789	11.5618392605236	11.5148530806222	11.4495918809805	11.5016605649274	11.4721306565556	11.5386813505109	11.5732033768818	11.5019649657477	11.4634487189168	11.5305133949536	11.4375350694019	11.4509132960024	11.5536139541126	11.3907827075045	11.4353166230532	11.5099452433789	11.484591246353	11.4962964318794	11.5503599956756	11.5044105550186	11.4537935887997	11.4943908903374	11.545568253992	11.4481542940433	11.5647064684054	11.512480591367	11.4572642602065	11.4875645162895	11.4676785893667
53	12.62092416	12.70912007	13.10802045	12.6458574025531	13.0821442578291	12.907194466389	12.7190472677136	12.8198518703123	13.0907917472951	12.8384219685872	12.7242814088401	12.7241341598467	12.6954745427089	12.6846375365552	13.0965493573859	12.7877473876461	12.8043625344527	13.068883018945	12.7951194845784	13.0128476390097	12.7913428223244	12.774323284287	12.7241764939286	12.7191574497675	12.6427628012108	12.7309464328545	13.1003828484919	12.6824174791137	13.0888538856868	12.7334107036637	12.7675247268098	12.9972416236966	13.1048680664663	12.7581460180995	12.724206656963	12.7241755769726	12.6584690650797	12.6924515256897	13.1070779403637	12.7310456880148	12.7349825174594	13.0562786080257	12.7917409439411	12.8831869413727	12.7961291720431	12.7455145360825	12.7241663468333	12.7649790505611
54	13.29628699	13.28852007	13.65388439	13.2929206652094	13.3318817936292	13.3265035800324	13.3054764832024	13.591349768072	13.6461075273042	13.3107367152417	13.3147541988904	13.2898189599848	13.3006814518417	13.2949576281024	13.6536965666903	13.3023722461822	13.3116418963754	13.3316978794051	13.3055323843481	13.637889299873	13.5199957001766	13.3141890635619	13.2912348187936	13.3046867755803	13.2958827034108	13.3000013507417	13.6538798537754	13.2970378350161	13.4830817013161	13.3054328264002	13.3054770772708	13.370667302258	13.6490673719165	13.3020959154916	13.2925702830984	13.2911634081064	13.2995684977658	13.2952162614795	13.6538388617433	13.3016789774274	13.2938790686189	13.5347529609335	13.3052733514529	13.6088824697531	13.4428258543968	13.3142477102243	13.2899552895066	13.3054998638198
55	12.87464238	12.82172268	13.17966803	12.8741260239826	12.921085666365	12.9765780155765	12.9171518041303	13.174651970433	12.9394914808344	12.8894854435649	12.9100377330139	12.8791829082238	12.8808322671862	12.8739007909069	12.9565871749944	12.8764286807317	12.9111178342971	12.9416765167771	12.9161995705071	13.1093370025866	12.9317310791081	12.8972800959416	12.8999881549077	12.9008648325936	12.8743331208767	12.8756620593513	12.9724660028123	12.8751314119852	12.925464043251	12.9289587743203	12.9171190297121	13.1099438883461	13.0027726129379	12.886203643647	12.9067645327673	12.8910636272788	12.8756908706427	12.8745017017255	13.0328361981627	12.8777003122132	12.9013505089383	12.9553853156337	12.881504063491	13.1737227827171	12.9145397865783	12.9018538151507	12.8800231048419	12.9089098498947
61	12.91305019	13.18522751	13.77875762	12.9860702773391	13.4119924657468	13.2305244254527	13.1114409515595	13.7000890181282	13.5355958013112	12.9942291260918	13.3299832848032	13.2253312469877	12.9637791914602	12.9491255446701	13.6175436404756	12.9863425853096	13.381311694827	13.251329284007	13.0713030717521	13.6120902201697	13.3936997176071	13.2407475939396	13.2399692331434	13.1565252859839	12.9355938054727	13.0127035039811	13.671874280608	12.9853262948801	13.4323086602332	13.2220406085376	13.097696183154	13.4600164003085	13.7034051855077	12.9718720799117	13.2525597614267	13.2341746756646	12.9801747879282	12.9637123026334	13.7423752566707	12.9701884563857	13.2963993314118	13.4760333306793	12.9997423712715	13.6813630892361	13.3821730774919	13.2714656350421	13.2316097593776	13.0808223973382
62	9.450021561	9.343478439	9.702426022	9.36083934273235	9.46648158973804	9.59887336236288	9.55045024159935	9.44317597228114	9.55515918434301	9.41138370531685	9.45100581762468	9.37727352265124	9.42395302281693	9.37307074426835	9.61050810189663	9.37157197915566	9.38260787731139	9.48400030534788	9.43687514910727	9.5221152247669	9.51664238061357	9.42985673022066	9.42555925815831	9.52842982911709	9.39810368748658	9.35128140742019	9.64505462616811	9.37424095959026	9.54985655022617	9.53775125597783	9.4576939108572	9.47195387814919	9.60961971750302	9.41724390058859	9.44222367692353	9.41941945010943	9.38046292558688	9.38786977381798	9.6165991831559	9.3801431289135	9.380984770088	9.49330450998884	9.40278544065088	9.46773670538601	9.50923755812995	9.44971829202187	9.39919613083525	9.43915759398507
68	13.41130855	13.25773792	13.23891599	13.3836141933918	13.2537230081959	13.4090391249343	13.4100094018316	13.2548686455402	13.2519001062701	13.3977223986372	13.3236256533502	13.4043179171206	13.4035310631268	13.2811487119023	13.250301623021	13.3914427869482	13.3205247106877	13.4041926356796	13.4001710280108	13.2531538025906	13.2636460922867	13.3886855197615	13.3845442415916	13.4064225499349	13.336797645095	13.2781203122351	13.2488999301152	13.3946659944792	13.2529143955211	13.4089574772413	13.4021316795013	13.3411289804728	13.2497737892972	13.39843082648	13.3696161141444	13.3970058837075	13.3880652432949	13.3630412357697	13.246603452329	13.4000013930688	13.3334237618571	13.3725889836209	13.3974785232566	13.2544320844248	13.2690230260107	13.3687980187019	13.39349583621	13.4001780995861
69	12.5327658	12.63451004	12.27143792	12.5830596263122	12.273636552136	12.3841780116208	12.5185440888364	12.3144794489332	12.2715707506456	12.5801853976539	12.3422616268417	12.5511723969271	12.5373044490282	12.5448273916467	12.2714459449807	12.5830180880816	12.3471362370974	12.3104367360955	12.5562234250132	12.2965319702262	12.3067517902574	12.4553599378483	12.4031964769711	12.5407845378135	12.5339202452909	12.5891223638335	12.2714384048302	12.5823983744312	12.2730894669159	12.4886489047216	12.5415762470102	12.3127884980195	12.2715046442333	12.5576881326231	12.3600350329651	12.5040613728301	12.5776892820835	12.538697130036	12.271444196516	12.5784702542785	12.5150936174332	12.2989563453802	12.5670029540949	12.3089159748222	12.3114954413034	12.400103360913	12.5066933549908	12.5415871145413
