Gene	disease_1	disease_2	disease_3	disease_4	disease_5	disease_6	disease_7	disease_8	disease_9	disease_10	disease_11	disease_12	disease_13	disease_14	disease_15	disease_16	disease_17	disease_18	disease_19	disease_20	disease_21	disease_22	disease_23	disease_24	disease_25	disease_26	disease_27	disease_28	disease_29	disease_30	disease_31	disease_32	disease_33	disease_34	disease_35	disease_36	disease_37	disease_38	disease_39	disease_40	disease_41	disease_42	disease_43	disease_44	disease_45	disease_46	disease_47	disease_48
14	10.58402416	11.6834855	11.48629777	11.2108834217851	11.3483551822253	11.6253807942089	11.2498979388933	11.2193012234461	11.3572018161205	11.2562718949066	11.6007863274895	11.5736339046333	11.0801398998748	11.6371069858418	11.4257861611601	11.2258691431122	11.5570199576621	11.6080173213031	11.2290474027833	11.3230393642903	11.3409737439452	11.3545914510333	11.449011426645	11.5862879308011	11.0754359496207	11.6300927028698	11.4579339468564	11.2583308975575	11.5384945988036	11.6168464562482	11.2387547827478	11.5551482864494	11.3545925767259	11.0846952270268	11.5095312626588	11.5820419202232	11.1136358290594	11.583673523324	11.4652521005477	11.3230195981144	11.5788258604478	11.5552558846598	11.3260311077576	11.3425967804773	11.2382582969028	11.2488357263021	11.5169789460722	11.5873126114703
15	7.28231171	7.371171004	7.34906803	7.32195844864141	7.29841253806831	7.3657122837682	7.29449418635551	7.31146974231741	7.33484171414113	7.30339488203597	7.30910668664202	7.35168789725381	7.28615921454829	7.35808102768032	7.34160247528563	7.30732295582218	7.30830435574577	7.36037731261853	7.30510012004786	7.30697495407378	7.31331478636019	7.3096462079314	7.30533087442585	7.35508054396009	7.28453491119133	7.32893323629353	7.34515032511096	7.31225149338168	7.29998438008356	7.34731136030072	7.29858990275654	7.32751512641899	7.32010545650679	7.29996859813778	7.30777355032046	7.35378995828774	7.2971003500732	7.31366797667801	7.34442359700028	7.3076854480799	7.3372450097372	7.34259970812459	7.30997378969128	7.30091180337393	7.30876387556174	7.30755080016986	7.30854424115985	7.3575178476658
17	13.04989703	12.9397052	13.01695428	13.0353937478473	13.0137390008775	12.976416220878	13.0323862659794	12.9463213565729	13.0256139320421	13.015114723134	12.9454709843985	13.015810824481	13.031408447	12.9442747468316	13.0210210770525	13.0164030459981	12.9793229351096	13.0034940054514	13.0325064576159	12.9483684219592	13.0244604811633	13.0170467575074	12.9855203614676	12.9917617809083	13.0405891593278	12.9420839347805	13.018864153305	13.0182123385685	12.9507877270169	12.9783577884687	13.0323910693432	12.9462592134351	13.0254872130729	13.0181130475655	12.9689659193087	13.0082918322732	13.0315323604794	12.9721252670391	13.0208746445119	13.0165485067241	12.9873856761799	13.009771972738	13.0270300347572	12.9558289610068	13.0199025567166	13.0170375557881	12.9685813309231	12.9991086168867
18	12.72266468	12.9331223	12.5479145	12.7080334617517	12.8961234151743	12.7824650028381	12.6297277134259	12.8112136292226	12.5550108284517	12.7424197367899	12.9236046478203	12.7652227020324	12.7331709641856	12.8358655847892	12.548229002898	12.7143199001791	12.8117026742167	12.7281306404828	12.6720178121421	12.8468627411212	12.6496351066459	12.5604143135579	12.9043982510813	12.7655102686108	12.6732382373148	12.8627893503756	12.5479284384857	12.6810459882672	12.9165353316767	12.7892380014541	12.6525670641462	12.8215636767779	12.6027873941612	12.733437630298	12.910181462607	12.7646040817366	12.7175899178881	12.8321120298823	12.548093355926	12.6519341762644	12.809349442852	12.6413834842399	12.6569715672418	12.8866618741437	12.6815292580495	12.7117933537442	12.9054825581046	12.7379872899283
19	9.212445725	9.70122342	9.340096654	9.30337533440901	9.67187614661804	9.50969114352335	9.29342759671757	9.43302865922167	9.30927896229546	9.50672557187535	9.69035605397325	9.49935941799349	9.39913714194006	9.5904596345783	9.31423347335795	9.41559033559104	9.56974864084991	9.50119832019268	9.29621913526347	9.50608385484978	9.46707308445485	9.41181231343987	9.67260626215437	9.50603072576537	9.2638207020429	9.62908255247833	9.31839145559201	9.36321424033671	9.68351289976415	9.51269865700984	9.29421095949762	9.48118135627524	9.43538386245572	9.45500744677387	9.6733075318374	9.50054681718424	9.35309627967585	9.57428393389193	9.33145030615229	9.41387456793126	9.5328314424106	9.43924856571092	9.30782455834786	9.570324319144	9.46563439358655	9.41190227390919	9.67314387404822	9.50460681909461
20	10.42133532	10.59934572	10.47872528	10.4458903886246	10.4962322701351	10.4840710694734	10.4700841766849	10.4850905118323	10.4490305333658	10.4845040346075	10.5313931709286	10.4768916500204	10.4749928345786	10.5207491028557	10.4518703722864	10.4755081464706	10.4920853933644	10.4830658578302	10.4670900408744	10.4916980000821	10.473118700103	10.4659847666616	10.5239422036039	10.4802295521356	10.4627441487931	10.530501141549	10.4544386249499	10.461303344527	10.5082218694185	10.4855780670326	10.4697136332533	10.5062374183428	10.4653875253866	10.4795386250579	10.5298142320271	10.4797622026385	10.4691481060926	10.4965108711227	10.45817466406	10.4709895759403	10.4836679351775	10.4804995072524	10.4714425676954	10.4955200371893	10.4737182195723	10.4688368220768	10.5293107245508	10.4821337004964
21	10.30216766	10.59003234	10.55114572	10.3763084706333	10.4320795533264	10.583780600226	10.4825411413405	10.3581452571943	10.4039378132403	10.4056911805471	10.5361291581166	10.5457027624318	10.3771658257086	10.5543230045432	10.4272009205305	10.3917886011989	10.5320108955241	10.5777910454934	10.4552100961587	10.3841340399929	10.4046588415632	10.4040612965021	10.5200271007634	10.5694852668997	10.4328401890208	10.5432936310355	10.4467877839781	10.3909299051189	10.5006210490796	10.574279187086	10.4755095377316	10.4271040643041	10.4042343180516	10.3791747623668	10.5336373057782	10.5657443346294	10.4141485283659	10.5389018599374	10.4914589932146	10.3977286038042	10.5630313901433	10.5206108946827	10.4064589637657	10.3901170509508	10.4033956913634	10.3922423012264	10.5335177058462	10.5724688637759
22	12.7521803	13.35631375	13.69168178	13.2144946760819	12.9685532984149	13.3883864662975	13.3262377925964	13.1321146863562	13.2377684814527	13.0379443642371	13.0897681442172	13.2770143559473	12.9267888617556	13.3268850701377	13.2599071555259	13.0877571059008	13.0997941521419	13.5826373800669	13.2991837371533	13.1078867697377	13.0658907642224	13.1771758930437	12.9825025713304	13.3826683829187	13.102942924457	13.2611171446042	13.2809660619623	13.1877051913455	13.0064453495068	13.203552351826	13.3196877523009	13.1609655091415	13.0899287207074	12.9604945010203	12.9948465770561	13.5669460375134	13.2409638663578	13.1217772841259	13.5862885346339	13.095377262873	13.1378306555047	13.3937971208486	13.2439535889387	13.0023110508673	13.0853293947438	13.1271415245581	13.0487676919905	13.4804712778389
28	7.488408178	7.410726022	7.449311524	7.47923950926045	7.4505196865415	7.44263737089152	7.4637391228034	7.44575344073208	7.4641135681805	7.46214941407323	7.43633505769366	7.46865207024747	7.47183952492027	7.43684527578923	7.45663244821239	7.46906983111283	7.44771000004379	7.44738097589139	7.4685213443765	7.44669434978186	7.46374537149347	7.46389296114949	7.43683543297273	7.45854411090648	7.4728425931729	7.42740235221563	7.45293237059862	7.47010735093976	7.44546351245275	7.44624270457477	7.46521454686703	7.44399487154643	7.46404454671225	7.47075116501198	7.43635270887245	7.46038722913023	7.47038351779494	7.44001775381982	7.45368468715375	7.46574737870151	7.4585014776029	7.45238694057984	7.46849681872983	7.44799204204386	7.46443857358847	7.46453573061734	7.4368276307546	7.45047635188377
30	7.374932714	7.381883829	7.371690706	7.37244934900151	7.37874952341044	7.37673210974536	7.37352665132856	7.3772387119265	7.37189584335436	7.37743021850476	7.38054072655454	7.37582808304914	7.37601588463249	7.37783704673426	7.37174617521816	7.3763871861784	7.37759660529299	7.37566794486556	7.37304748228607	7.37776299727005	7.37400170030617	7.3735514237284	7.37990767669546	7.37634950027227	7.37432290297054	7.37901887049487	7.37170570489756	7.37332064081681	7.37977316600423	7.37691459181722	7.37331352362475	7.3774463474744	7.37269713227696	7.37643897546707	7.38031699306825	7.37573571983979	7.3742142931877	7.37764938786878	7.37173771834842	7.37562169509607	7.37659504029246	7.37314625369752	7.37382076800912	7.37830216084548	7.37596207175156	7.3742842057075	7.38030632649463	7.37630984803518
32	13.45315651	13.86665948	13.6940316	13.4598966659393	13.5903340694881	13.7407102440026	13.5720729523282	13.7525070169109	13.6044243857243	13.4787525534049	13.6274093723807	13.4609786793649	13.4657928951878	13.7546664207471	13.6597374743392	13.462622452274	13.6105104340418	13.6942114592498	13.5528022211375	13.7430203833701	13.4827228727327	13.5343889408008	13.6095034324791	13.520102460703	13.511863785443	13.7959464582433	13.6809066851777	13.4706651871888	13.5953085598255	13.6110121118573	13.5687624390943	13.7526333355922	13.4865677587371	13.4730151614072	13.618761494717	13.5102745244607	13.5280088937815	13.6965464026938	13.6703306787174	13.4994664843492	13.5677206422103	13.6763777867425	13.4998811861782	13.6730359390478	13.4739148988218	13.5342298110193	13.6220424494496	13.5330706683588
33	15.68968439	16.02135874	16.1452197	15.7689049487849	15.8928035904134	16.0257570324611	15.8836651232973	15.9591512070967	15.9763645959497	15.8613852797212	15.9959645068074	15.9274468463205	15.762799829714	16.0037449956267	16.0694532144403	15.8379340478749	15.9994939794291	16.0714813922347	15.8443896685831	15.9252070496736	15.9066367464687	15.9140746615233	15.9099246714114	16.0257103835808	15.7722872619718	16.0172578717458	16.1112227393138	15.8772624166273	15.9755865415862	16.0157048436868	15.8702235147466	15.9819658710382	15.9340789644751	15.816208402819	15.9242042556024	16.0714130468215	15.8401803527926	16.0024160105084	16.1383214538583	15.8929406509428	16.0191294689581	16.07009132014	15.9009642422535	15.8993105477968	15.8499081019692	15.8902530870834	15.929512197015	16.0598539894363
44	12.60530818	13.04114164	12.91903699	12.8196674407454	12.8801429502163	12.9429161619402	12.683883243744	12.71750104339	12.9150141171116	12.8608130603392	12.9900787269107	12.8220739907604	12.669300748166	12.8784666937078	12.9188741281736	12.8476616160169	12.9230067883987	12.9195032538365	12.684214810309	12.7238029079072	12.8644852441476	12.865147369176	12.9491545019311	12.8272254935507	12.624987726301	12.9534172283574	12.9190303967083	12.8506105423535	12.9552111076879	12.9233955380972	12.6838840533845	12.7237379582173	12.8679086332879	12.8454983495856	12.9748444488572	12.8262274010781	12.6700587681351	12.9095593426735	12.9189689098984	12.8620584175453	12.879683077197	12.9190347410701	12.7029018218397	12.8754561992271	12.8600663119383	12.8625568398518	12.9664365402298	12.8771726810375
45	9.897079554	9.742029368	9.887065428	9.8878996179771	9.80907551601601	9.84802888072136	9.89224238801536	9.84491087836805	9.8875013224893	9.85440768451565	9.78878476553149	9.87704332462755	9.87646757891891	9.83161610205661	9.88729319866498	9.87366907707554	9.82086430667972	9.87643627394418	9.89025848935137	9.81574583786693	9.87454221470801	9.88009126807923	9.80447986124418	9.86652013226766	9.89474303708749	9.79433925404646	9.88718444642555	9.88458189245005	9.80293475226733	9.82826087380663	9.89133608768762	9.83409076482301	9.88242667718676	9.87152810934658	9.80092507693192	9.87682315459314	9.88315947365194	9.8261102858471	9.88720543542876	9.87758273830246	9.8618415589605	9.88568553655255	9.88257037653081	9.81217547954855	9.87385633048374	9.87815839043977	9.80380461083697	9.86920663487963
46	9.057098141	9.219752416	8.966280669	9.04720548892998	9.09896883366061	8.97654220914607	8.96759209276597	9.10205533805663	9.0122403238208	9.06364902807028	9.17837123046158	9.00565515846646	9.06355443185655	9.06483105529561	8.99238254816482	9.05242906906889	9.01848631086714	8.97231450135872	8.99667299111399	9.10190023537744	9.01952581473384	9.04728583638184	9.17563270043548	9.0042604153693	8.96888457929161	9.07411571224179	8.9811047162778	9.04723101271474	9.15116748926948	8.99382298795267	8.97821465994029	9.10018474749647	9.01327280224287	9.0636189184614	9.17827678058342	9.00405787435608	9.02626883220286	9.02185005035553	8.97387258218678	9.0500501653505	9.01689654173089	8.9888198393949	9.00605263789459	9.10140723523523	9.03230759843957	9.05154405532616	9.17749011815599	8.97729497701615
47	11.03757584	11.21415576	10.91329926	10.9759978152086	11.0969884779803	11.0705076825651	10.9730160060175	11.1096311949258	10.9756688125932	11.0688437538461	11.1438623846522	10.9773397668401	11.0538190559533	11.0739751058936	10.9753415363768	11.0472460266325	11.0863945791419	10.915531472414	10.9731556029723	11.1066503647369	10.9924432294341	11.0553936281245	11.1125395877819	11.0523641772144	11.0040379669442	11.1385289171372	10.9750159775003	11.0369246553894	11.1157408386121	11.0861690000846	10.9730225414155	11.101224398581	10.9786887346513	11.0666748866285	11.12293138757	10.9275680100129	11.0111155982142	11.0819603419381	10.9539669355552	11.0532359625204	11.0706326738861	10.9457193178582	10.9917990382028	11.0996753360348	11.012578216564	11.0507485505911	11.1127694264621	11.0107997586079
48	13.12800297	13.61981078	13.31737249	13.1720949983002	13.2639373045151	13.4891363496542	13.2440665121544	13.4705499217517	13.30445498452	13.2315105926154	13.5310250834433	13.4793114695682	13.1914422252757	13.5771700426389	13.3162239160133	13.2105327618246	13.4329521845957	13.4838135130053	13.2124115814573	13.4206693564006	13.2762112655785	13.257258742551	13.4074548759194	13.4803222098629	13.1991376796271	13.5631002647255	13.3172703633003	13.227190026804	13.4643902367141	13.487395243385	13.2301438560398	13.4962902273477	13.2935191519108	13.2173671293141	13.4738543800559	13.4797746199243	13.1996615907583	13.4768210500423	13.316592860338	13.2316131250022	13.4800541315265	13.4542616534591	13.2464360251455	13.3004632251135	13.2583828738904	13.2119691133744	13.4842254179454	13.4816986530892
49	12.56927323	12.91305019	12.69936803	12.6261065305542	12.709555153721	12.9119289203111	12.5849663921763	12.8113591931895	12.6279890843052	12.6496728656992	12.8935984722218	12.740375321479	12.5789717308005	12.8619720738167	12.6298232632803	12.6327617889765	12.8925843826486	12.7843476425294	12.6248822023192	12.78900924744	12.629120051941	12.6371437283837	12.8175838385572	12.9084768474609	12.5711662752185	12.9069962986918	12.631610310535	12.6292234939412	12.8760061085165	12.9003181257314	12.6236943100245	12.8224706887858	12.628048072531	12.6088209399482	12.862202469486	12.7834628132009	12.6092113000213	12.8741544335649	12.644458073811	12.6328175781513	12.8968931405547	12.78289917878	12.6273597092677	12.7437139955295	12.6320269812377	12.6348616300695	12.8257244458079	12.8618090809091
52	14.04813494	14.06780892	14.00157509	14.0109928249411	14.0624540834613	14.0215072202941	14.0227566553791	14.0654739966461	14.0101970366167	14.0592862061687	14.0649429216743	14.0178570722817	14.0542131384202	14.0618805955935	14.0094684915372	14.0563133386142	14.0434226682132	14.0145876378234	14.0212182008884	14.0650860106438	14.0585303220763	14.0472694525362	14.0640338580126	14.0187602837067	14.0343020489942	14.0649147405401	14.0088015077219	14.0450363181724	14.0636108537204	14.029115325751	14.0225554588188	14.0650123312856	14.0577860772265	14.0580443476111	14.0646108805088	14.0170480665795	14.0427204724638	14.057517708394	14.0089575413176	14.0484994673436	14.0311474828489	14.0102849064871	14.0217742704216	14.0637389408428	14.0575167629895	14.0483349837136	14.0645988127596	14.0179801168517
53	15.22313234	15.64881152	15.3676855	15.2639979424991	15.2507456410072	15.4835915552178	15.2726799353058	15.5306461225219	15.2986489860268	15.2542330677879	15.55960683377	15.2806431944409	15.2337925446898	15.5466107110985	15.3217200980131	15.2568027562001	15.4314118839292	15.3764712085951	15.2671472852989	15.3312675401211	15.262359971577	15.2791760146896	15.3395432260895	15.4791956949103	15.2401154637213	15.5884629861396	15.3370811421288	15.2751818091948	15.4903924970408	15.4353671163427	15.2691542221682	15.5420180109223	15.2689998732322	15.2427541453093	15.4028115077138	15.3743955743689	15.2586691922265	15.4635469598151	15.3639088035887	15.270551132372	15.472734441368	15.3641556769281	15.2649533187651	15.2771703664647	15.260317009644	15.266295890502	15.3922904761828	15.41723052487
54	15.84610186	16.12363346	16.06489257	15.9409297442874	16.0906957923658	16.1186699189025	15.912640663357	15.8936033064442	16.0618986752742	16.02038203185	16.1065448199024	15.9470077747934	15.8991040833748	15.9772384783476	16.0648202627936	15.9830799250522	16.1041564510474	16.066731548542	15.9129412949685	16.0611154936649	16.0460975973629	16.0560585713752	16.0915957229954	16.1100119145848	15.8663376933779	16.1074900753902	16.0648908236687	16.0020066625468	16.0983220662309	16.1046527558393	15.9126438582069	15.9646862323538	16.0558848446134	15.9161641287288	16.0924445542667	16.0606931237313	15.9010884416328	15.9829733201926	16.0648750427769	16.013003029273	16.1089225186557	16.0654640529248	15.9238559641107	16.0795520929624	16.0227571832937	16.0484852454474	16.1051054085571	16.0683960302957
55	14.39460335	14.54011041	14.71080558	14.3976886457248	14.499718724457	14.5971545328264	14.5264667030855	14.3966424100978	14.4199762144457	14.4129848128845	14.5093271024324	14.4717019520991	14.402268828294	14.4726605925724	14.4406773607629	14.3999818197837	14.522896763763	14.6686345105682	14.5220343602095	14.4252714802685	14.4181341369934	14.4156363688063	14.5061976033801	14.5433409424459	14.4495932970569	14.5231379868293	14.4599050057436	14.4003793363114	14.5020043663181	14.5504506632905	14.5263141486537	14.4177561828772	14.4194908683658	14.4089206732195	14.5083078081932	14.5841591815427	14.494088058992	14.4770157194655	14.5330071702685	14.4045024117082	14.5291496338787	14.6499955408699	14.4313934179544	14.4986596186033	14.4029952397404	14.4100240825209	14.5092007211133	14.6090733291977
61	15.58130781	16.1452197	15.56470372	15.5768532430214	15.9297707233997	15.9323315341695	15.5709318560099	15.6560507071467	15.5727587385312	15.5886321404827	15.9651832249355	15.8915768340334	15.5858848097691	15.9251955659295	15.5700441208884	15.5772463729544	15.9301916338015	15.8901839214988	15.5729595688214	15.802482474204	15.5837131960235	15.5769775216877	15.9347239734084	15.9161984780264	15.574823840014	15.9586922221391	15.568244355138	15.5768573909193	15.9355913371005	15.9320861999255	15.5716262236028	15.8000349060571	15.5803185634079	15.5866149867391	15.9389843978729	15.8907353164556	15.5763780035066	15.9301688284806	15.5659089281713	15.5770538904736	15.922574064132	15.6907812104869	15.5820171569722	15.9026840954169	15.5776960338395	15.5770700696826	15.9521186690557	15.8930897487622
62	10.56404164	11.284429	10.64325093	10.6303439977402	11.0375686804757	10.9063037072229	10.6174832806995	11.0843417276505	10.6351949522449	10.7168144612878	11.2696675491709	10.6668603127223	10.6671157898114	11.1128995687703	10.6382227190909	10.6487052154737	10.914152929212	10.6780593376766	10.6279865776569	11.0513704517559	10.6653785431297	10.6787609821731	11.1895653678071	10.8758571070962	10.6000981298468	11.181584984219	10.6401125269762	10.6406249047308	11.2557887854865	10.9131142824362	10.6260612819592	11.1044727329065	10.6463571017038	10.6936434402999	11.2420226084812	10.6766353174596	10.6401528043089	11.0550944256908	10.6385559211608	10.6536232632914	10.9025004933576	10.6683348503321	10.6475060160322	11.0418628891249	10.6644574144019	10.6505349667248	11.2332996919087	10.6829904073456
68	10.97143346	11.4657	11.18683271	11.0102777601285	11.3602678490036	11.4620289110741	11.0947402593009	11.390352447462	11.0320135582402	11.2044860316217	11.4070360115811	11.4479324531865	11.1048460260861	11.4629914590435	11.0510734476907	11.1180432481102	11.4054075701417	11.4534416796943	11.0271099651155	11.3729734078521	11.0602581564771	11.1834511960793	11.3717284082776	11.4531451295516	11.0420212951658	11.4565088315539	11.0677868613871	11.1063710917215	11.3810135229769	11.4602620968749	11.0405877450322	11.4323139933753	11.0366389765109	11.1923338829988	11.380380552347	11.4499696894224	11.0444825287386	11.4244590240226	11.0951694522006	11.1643526519949	11.4127562472928	11.3692493872644	11.0373355835644	11.3635024034823	11.0657207822701	11.1634572934432	11.3877122526193	11.4534413442437
